Date,Price,Open,High,Low
2024-11-13,425.2000,421.6400,429.3300,418.2100
2024-11-14,426.8900,425.0000,428.1700,420.0000
2024-11-15,415.0000,419.8200,422.8000,413.6400
2024-11-18,415.7600,414.8700,418.4000,412.1000
2024-11-19,417.7900,413.1100,417.9400,411.5500
2024-11-20,415.4900,416.8700,417.2900,410.5800
2024-11-21,412.8700,419.5000,419.7800,410.2900
2024-11-22,417.0000,411.3700,417.4000,411.0600
2024-11-25,418.7900,418.3800,421.0800,414.8500
2024-11-26,427.9900,419.5900,429.0400,418.8500
2024-11-27,422.9900,425.1100,427.2300,422.0200
2024-11-29,423.4600,420.0900,424.8800,417.8000
2024-12-02,430.9800,421.5700,433.0000,421.3100
2024-12-03,431.2000,429.8400,432.4700,427.7400
2024-12-04,437.4200,433.0300,439.6700,432.6300
2024-12-05,442.6200,437.9200,444.6600,436.1700
2024-12-06,443.5700,442.3000,446.1000,441.7700
2024-12-09,446.0200,442.6000,448.3300,440.5000
2024-12-10,443.3300,444.3900,449.6200,441.6000
2024-12-11,448.9900,444.0500,450.3500,444.0500
2024-12-12,449.5600,449.1100,456.1600,449.1100
2024-12-13,447.2700,448.4400,451.4300,445.5800
2024-12-16,451.5900,447.2700,452.1800,445.2800
2024-12-17,454.4600,451.0100,455.2900,449.5700
2024-12-18,437.3900,451.3200,452.6500,437.0200
2024-12-19,437.0300,441.6200,443.1800,436.3200
2024-12-20,436.6000,433.1100,443.7400,428.6300
2024-12-23,435.2500,436.7400,437.6500,432.8300
2024-12-24,439.3300,434.6500,439.6000,434.1900
2024-12-26,438.1100,439.0800,440.9400,436.6300
2024-12-27,430.5300,434.6000,435.2200,426.3500
2024-12-30,424.8300,426.0600,427.5500,421.9000
2024-12-31,421.5000,426.1000,426.7300,420.6600
2025-01-02,418.5800,425.5300,426.0700,414.8500
2025-01-03,423.3500,421.0800,424.0300,419.5400
2025-01-06,427.8500,428.0000,434.3200,425.4800
2025-01-07,422.3700,429.0000,430.6500,420.8000
2025-01-08,424.5600,423.4600,426.9700,421.5400
2025-01-10,418.9500,424.6300,424.7100,415.0200
2025-01-13,417.1900,415.2400,418.5000,412.2900
2025-01-14,415.6700,417.8100,419.7400,410.7200
2025-01-15,426.3100,419.1300,428.1500,418.2700
2025-01-16,424.5800,428.7000,429.4900,424.3900
2025-01-17,429.0300,434.0900,434.4800,428.1700
2025-01-21,428.5000,430.2000,430.9000,425.6000
2025-01-22,446.2000,437.5600,447.2700,436.0000
2025-01-23,446.7100,442.0000,446.7500,441.5000
2025-01-24,444.0600,445.1600,446.6500,441.4000
2025-01-27,434.5600,424.0100,435.2000,423.5000
2025-01-28,447.2000,434.6000,448.3800,431.3800
2025-01-29,442.3300,446.6900,446.8800,440.4000
2025-01-30,414.9900,418.7700,422.8600,413.1600
2025-01-31,415.0600,418.9800,420.6900,414.9100
2025-02-03,410.9200,411.6000,415.4100,408.6600
2025-02-04,412.3700,412.6900,413.9200,409.7400
2025-02-05,413.2900,412.3500,413.8300,410.4000
2025-02-06,415.8200,414.0000,418.2000,414.0000
2025-02-07,409.7500,416.4800,418.6500,408.1000
2025-02-10,412.2200,413.7100,415.4600,410.9200
2025-02-11,411.4400,409.6400,412.4900,409.3000
2025-02-12,409.0400,407.2100,410.7500,404.3700
2025-02-13,410.5400,407.0000,411.0000,406.3600
2025-02-14,408.4300,407.7900,408.9100,405.8800
2025-02-18,409.6400,408.0000,410.6000,406.5000
2025-02-19,414.7700,407.8800,415.4900,407.6500
2025-02-20,416.1300,415.2900,419.3100,412.5400
2025-02-21,408.2100,417.3400,418.0500,407.8900
2025-02-24,404.0000,408.5100,409.3700,399.3200
2025-02-25,397.9000,401.1000,401.9200,396.7000
2025-02-26,399.7300,398.0100,403.6000,394.2500
2025-02-27,392.5300,401.2700,405.7400,392.1700
2025-02-28,396.9900,392.6600,397.6300,386.5700
2025-03-03,388.4900,398.8200,398.8200,386.1600
2025-03-04,388.6100,383.4000,392.5800,381.0000
2025-03-05,401.0200,389.3400,401.6700,388.8100
2025-03-06,396.8900,394.2800,402.1500,392.6800
2025-03-07,393.3100,392.3200,394.8000,385.5400
2025-03-10,380.1600,385.8400,386.4000,377.2200
2025-03-11,380.4500,379.0000,386.0000,376.9100
2025-03-12,383.2700,382.9500,385.2200,378.9500
2025-03-13,378.7700,383.1600,385.3200,377.4500
2025-03-14,388.5600,379.7800,390.2300,379.5100
2025-03-17,388.7000,386.7000,392.7100,385.5700
2025-03-18,383.5200,387.0700,387.3700,381.1000
2025-03-19,387.8200,385.5300,389.6800,384.0000
2025-03-20,386.8400,385.7400,391.7900,383.2800
2025-03-21,391.2600,383.2200,391.7400,382.8000
2025-03-24,393.0800,395.4000,395.4000,389.8100
2025-03-25,395.1600,393.9200,396.3600,392.6400
2025-03-26,389.9700,395.0000,395.3100,388.5700
2025-03-27,390.5800,390.1300,392.2400,387.4000
2025-03-28,378.8000,388.0800,389.1300,376.9300
2025-03-31,375.3900,372.5400,377.0700,367.2400
2025-04-01,382.1900,374.6500,382.8500,373.2300
2025-04-02,382.1400,377.9700,385.0800,376.6200
2025-04-03,373.1100,374.7900,377.4800,369.3500
2025-04-04,359.8400,364.1300,374.5900,359.4800
2025-04-07,357.8600,350.8800,371.0000,344.7900
2025-04-08,354.5600,368.2600,373.6500,350.2500
2025-04-09,390.4900,353.5400,393.2300,353.1000
2025-04-10,381.3500,382.0600,383.9000,367.8000
2025-04-11,388.4500,380.6400,390.0500,378.8900
2025-04-14,387.8100,393.2200,394.6500,384.2100
2025-04-15,385.7300,388.5100,391.8900,384.1600
2025-04-16,371.6100,380.6700,381.6100,368.0000
2025-04-17,367.7800,373.7500,374.3200,366.8900
2025-04-21,359.1200,362.8200,364.4800,355.6700
2025-04-22,366.8200,363.3800,367.7700,359.8600
2025-04-23,374.3900,376.0600,380.3900,373.0200
2025-04-24,387.3000,375.7000,388.4500,375.1900
2025-04-25,391.8500,387.0000,392.1600,384.6000
2025-04-28,391.1600,391.9600,392.7400,386.6400
2025-04-29,394.0400,391.3000,395.1000,390.3800
2025-04-30,395.2600,390.3000,396.6600,384.4400
2025-05-01,425.4000,431.1100,436.9900,424.9000
2025-05-02,435.2800,431.7400,439.4400,429.9900
2025-05-05,436.1700,432.8700,439.5000,432.1100
2025-05-06,433.3100,432.2000,437.7300,431.1700
2025-05-07,433.3500,433.8400,438.1200,431.1100
2025-05-08,438.1700,437.9300,443.6700,435.6600
2025-05-09,438.7300,440.0000,440.7400,435.8800
2025-05-12,449.2600,445.9400,449.3700,439.7800
2025-05-13,449.1400,447.7800,450.6700,445.3600
2025-05-14,452.9400,448.1400,453.9000,448.1400
2025-05-15,453.1300,450.7700,456.1900,450.4300
2025-05-16,454.2700,452.0500,454.3600,448.7300
2025-05-19,458.8700,450.8800,459.5900,450.8000
2025-05-20,458.1700,455.5900,458.3400,454.3200
2025-05-21,452.5700,454.5700,457.7800,451.8100
2025-05-22,454.8600,454.9500,460.2500,453.9000
2025-05-23,450.1800,449.9800,453.6900,448.9100
2025-05-27,460.6900,456.4800,460.9500,456.1200
2025-05-28,457.3600,461.2200,462.5200,456.9300
2025-05-29,458.6800,461.5500,461.7200,455.3100
2025-05-30,460.3600,459.7200,461.6800,455.5400
2025-06-02,461.9700,457.1400,462.1100,456.8900
2025-06-03,462.9700,461.4700,464.1400,460.8600
2025-06-04,463.8700,464.0000,465.6900,463.0200
2025-06-05,467.6800,464.9600,469.6500,464.0300
2025-06-06,470.3800,470.0900,473.3400,468.7800
2025-06-09,472.7500,469.7000,473.4300,468.6200
2025-06-10,470.9200,471.1900,472.8000,466.9600
2025-06-11,472.6200,470.0200,475.4700,469.6600
2025-06-12,478.8700,475.0200,480.4200,473.5200
2025-06-13,474.9600,476.4100,479.1800,472.7600
2025-06-16,479.1400,475.2100,480.6900,475.0000
2025-06-17,478.0400,475.4000,478.7400,474.0800
2025-06-18,480.2400,478.0000,481.0000,474.4600
2025-06-20,477.4000,482.2300,483.4600,476.8700
2025-06-23,486.0000,478.2100,487.7500,472.5100
2025-06-24,490.1100,488.9500,491.8500,486.8000
2025-06-25,492.2700,492.0400,494.5600,489.3900
2025-06-26,497.4500,492.9800,498.0400,492.8100
2025-06-27,495.9400,497.5500,499.3000,493.0300
2025-06-30,497.4100,497.0400,500.7600,495.3300
2025-07-01,492.0500,496.4700,498.0500,490.9800
2025-07-02,491.0900,489.9900,493.5000,488.7000
2025-07-03,498.8400,493.8100,500.1300,493.4400
2025-07-07,497.7200,497.3800,498.7500,495.2300
2025-07-08,496.6200,497.2400,498.2000,494.1100
2025-07-09,503.5100,500.3000,506.7800,499.7400
2025-07-10,501.4800,503.0500,504.4400,497.7500
2025-07-11,503.3200,498.4700,505.0300,497.8000
2025-07-14,503.0200,501.5200,503.9700,501.0300
2025-07-15,505.8200,503.0200,508.3000,502.7900
2025-07-16,505.6200,505.1800,506.7200,501.8900
2025-07-17,511.7000,505.6800,513.3700,505.6200
2025-07-18,510.0500,514.4800,514.6400,507.4300
2025-07-21,510.0600,506.7100,512.0900,505.5500
2025-07-22,505.2700,510.9700,511.2000,505.2700
2025-07-23,505.8700,506.7500,506.7900,500.7000
2025-07-24,510.8800,508.7700,513.6700,507.3000
2025-07-25,513.7100,512.4700,518.2900,510.3600
2025-07-28,512.5000,514.0800,515.0000,510.1200
2025-07-29,512.5700,515.5300,517.6200,511.5600
2025-07-30,513.2400,515.1700,515.9500,509.4400
2025-07-31,533.5000,555.2300,555.4500,531.9000
2025-08-01,524.1100,535.0000,535.8000,520.8600
2025-08-04,535.6400,528.2700,538.2500,528.1300
2025-08-05,527.7500,537.1800,537.3000,527.2400
2025-08-06,524.9400,530.9000,531.7000,524.0300
2025-08-07,520.8400,526.8000,528.0900,517.5500
2025-08-08,522.0400,522.6000,524.6600,519.4100
2025-08-11,521.7700,522.3000,527.5900,519.7200
2025-08-12,529.2400,523.7500,530.9800,522.7000
2025-08-13,520.5800,532.1100,532.7000,519.3700
2025-08-14,522.4800,522.5600,525.9500,520.1400
2025-08-15,520.1700,522.7700,526.1000,519.0800
2025-08-18,517.1000,521.5900,522.8200,514.0200
2025-08-19,509.7700,515.0000,515.1600,508.5500
2025-08-20,505.7200,509.8700,511.0000,504.4400
2025-08-21,504.2400,503.6900,507.6300,502.7200
2025-08-22,507.2300,504.2500,510.7300,502.4100
2025-08-25,504.2600,506.6300,508.1900,504.1200
2025-08-26,502.0400,504.3600,504.9800,498.5100
2025-08-27,506.7400,502.0000,507.2900,499.9000
2025-08-28,509.6400,507.0900,511.0900,505.5000
2025-08-29,506.6900,508.6600,509.6000,504.4900
2025-09-02,505.1200,500.4700,506.0000,496.8100
2025-09-03,505.3500,503.7900,507.7900,502.3200
2025-09-04,507.9700,504.3000,508.1500,503.1500
2025-09-05,495.0000,509.0700,511.9700,492.3700
2025-09-08,498.2000,498.1100,501.2000,495.0300
2025-09-09,498.4100,501.4300,502.2500,497.7000
2025-09-10,500.3700,502.9800,503.2300,496.7200
2025-09-11,501.0100,502.2500,503.1700,497.8800
2025-09-12,509.9000,506.6500,512.5500,503.8500
2025-09-15,515.3600,508.7900,515.4700,507.0000
2025-09-16,509.0400,516.8800,517.2300,508.6000
2025-09-17,510.0200,510.6200,511.2900,505.9300
2025-09-18,508.4500,511.4900,513.0700,507.6600
2025-09-19,517.9300,510.5600,519.3000,510.3100
2025-09-22,514.4500,515.5900,517.7400,512.5400
2025-09-23,509.2300,513.8000,514.5900,507.3100
2025-09-24,510.1500,510.3800,512.4800,506.9200
2025-09-25,507.0300,508.3000,510.0100,505.0400
2025-09-26,511.4600,510.0600,513.9400,506.6200
2025-09-29,514.6000,511.5000,516.8500,508.8800
2025-09-30,517.9500,513.2400,518.1600,509.6600
2025-10-01,519.7100,514.8000,520.5100,511.6900
2025-10-02,515.7400,517.6400,521.6000,510.6800
2025-10-03,517.3500,517.1000,520.4900,515.0000
2025-10-06,528.5700,518.6100,531.0300,518.2000
2025-10-07,523.9800,528.2900,529.8000,521.4400
2025-10-08,524.8500,523.2800,526.9500,523.0900
2025-10-09,522.4000,522.3400,524.3300,517.4000
2025-10-10,510.9600,519.6400,523.5800,509.6300
2025-10-13,514.0500,516.4100,516.4100,511.6800
2025-10-14,513.5700,510.2300,515.2800,506.0000
2025-10-15,513.4300,514.9600,517.1900,510.0000
2025-10-16,511.6100,512.5800,516.8500,508.1300
2025-10-17,513.5800,509.0400,515.4800,507.3100
2025-10-20,516.7900,514.6100,518.7000,513.4300
2025-10-21,517.6600,517.5000,518.6900,513.0400
2025-10-22,520.5400,521.1500,525.2300,517.7100
2025-10-23,520.5600,522.4600,523.9500,518.6100
2025-10-24,523.6100,522.7900,525.3500,520.7100
2025-10-27,531.5200,531.7800,534.5800,529.0100
2025-10-28,542.0700,550.0000,553.7200,540.7700
2025-10-29,541.5500,544.9400,546.2700,536.7300
2025-10-30,525.7600,530.4800,534.9700,522.1200
2025-10-31,517.8100,528.8800,529.3200,515.1000
2025-11-03,517.0300,519.8100,524.9600,514.5900
2025-11-04,514.3300,511.7600,515.5500,507.8400
2025-11-05,507.1600,513.3000,514.8300,506.5800
2025-11-06,497.1000,505.6600,505.7000,495.8100
2025-11-07,496.8200,496.9500,499.3800,493.2500
2025-11-10,506.0000,500.0400,506.8500,498.8000
2025-11-11,508.6800,504.8000,509.6000,502.3500
2025-11-12,511.1400,509.3600,511.6700,499.1200
2025-11-13,503.2900,510.3100,513.5000,501.2900
2025-11-14,510.1800,498.2300,511.6000,497.4400
2025-11-17,507.4900,508.4500,512.1200,504.9100
2025-11-18,493.7900,495.3700,502.9800,486.7800
2025-11-19,487.1200,490.1000,495.1900,482.8300
2025-11-20,478.4300,492.7100,493.5700,475.5000
2025-11-21,472.1200,478.5000,478.9200,468.2700
2025-11-24,474.0000,475.0000,476.9000,468.0200
2025-11-25,476.9900,474.0700,479.1500,464.8900
2025-11-26,485.5000,486.3100,488.3100,481.2000
2025-11-28,492.0100,487.6000,492.6300,486.6500
2025-12-01,486.7400,488.4400,489.8600,484.6500
2025-12-02,490.0000,486.7200,493.5000,486.3200
2025-12-03,477.7300,476.3200,484.2400,475.2000
2025-12-04,480.8400,479.7600,481.3200,476.4900
2025-12-05,483.1600,482.5200,483.4000,478.8800
2025-12-08,491.0200,484.8900,492.3000,484.3800
2025-12-09,492.0200,489.1000,492.1200,488.5000
2025-12-10,478.5600,484.0300,484.2500,475.0800
2025-12-11,483.4700,476.6300,486.0300,475.8600
2025-12-12,478.5300,479.8200,482.4500,476.3400
2025-12-15,474.8200,480.1000,480.7200,472.5200
2025-12-16,476.3900,471.9100,477.8900,470.8800
2025-12-17,476.1200,476.9100,480.0000,475.0000
2025-12-18,483.9800,478.1900,489.6000,477.8900
2025-12-19,485.9200,487.3600,487.8500,482.4900
2025-12-22,484.9200,486.1200,488.7300,482.6900
2025-12-23,486.8500,484.9800,487.8300,484.7400
2025-12-24,488.0200,485.6800,489.1600,484.8300
2025-12-26,487.7100,486.7100,488.1200,485.9600
2025-12-29,487.1000,484.8600,488.3500,484.1800
2025-12-30,487.4800,485.9300,489.6800,485.5000
2025-12-31,483.6200,487.8400,488.1400,483.3000
2026-01-02,472.9400,484.3900,484.6600,470.1600
2026-01-05,472.8500,474.0600,476.0700,469.5000
2026-01-06,478.5100,473.8000,478.7400,469.7500
2026-01-07,483.4700,479.7600,489.7000,477.9500
2026-01-08,478.1100,481.2400,482.6600,475.8600
2026-01-09,479.2800,474.0600,479.8200,472.2000
2026-01-12,477.1800,476.6700,480.9900,475.6800
2026-01-13,470.6700,474.6800,475.7800,465.9500
2026-01-14,459.3800,466.4600,468.2000,457.1700
2026-01-15,456.6600,464.1200,464.2500,455.9000
2026-01-16,459.8600,457.8300,463.1900,456.4800
2026-01-20,454.5200,451.2200,456.8000,449.2800
2026-01-21,444.1100,452.6000,452.6900,438.6800
2026-01-22,451.1400,447.6200,452.8400,444.7000
2026-01-23,465.9500,451.8700,471.1000,450.5300
2026-01-26,470.2800,465.3100,474.2500,462.0000
2026-01-27,480.5800,473.7000,482.8700,473.1600
2026-01-28,481.6300,483.2100,483.7400,478.0000
2026-01-29,433.5000,439.9900,442.5000,421.0200
2026-01-30,430.2900,439.1700,439.6000,426.4500
2026-02-02,423.3700,430.2400,430.7400,422.2500
2026-02-03,411.2100,422.0100,422.0500,408.5600
2026-02-04,414.1900,411.0000,419.8000,409.2400
2026-02-05,393.6700,407.4400,408.3000,392.3200
2026-02-06,401.1400,399.1700,401.7900,392.9200
2026-02-09,413.6000,404.8500,414.8900,400.8700
2026-02-10,413.2700,419.6200,423.6800,412.7000
2026-02-11,404.3700,416.1800,416.4600,401.0100
2026-02-12,401.8400,405.0000,406.2000,398.0100
2026-02-13,401.3200,404.4500,405.5400,398.0500
2026-02-17,396.8600,399.2200,400.5200,394.5300
2026-02-18,399.6000,398.1300,402.5600,396.3200
2026-02-19,398.4600,400.6900,404.4300,396.6700
2026-02-20,397.2300,396.1100,400.1200,395.1600
2026-02-23,384.4700,395.0000,395.3600,383.1000
2026-02-24,389.0000,384.1400,389.3600,381.7100
2026-02-25,400.6000,390.5300,401.4700,390.1600
2026-02-26,401.7200,404.7100,407.4900,398.7400
2026-02-27,392.7400,390.8800,396.8200,389.8800
2026-03-02,398.5500,392.8600,401.1900,390.6300
2026-03-03,403.9300,393.1400,406.7000,392.6700
2026-03-04,405.2000,401.2700,411.0300,400.3100
2026-03-05,410.6800,404.4200,411.6100,404.4000
2026-03-06,408.9600,409.2000,413.0500,408.5100
2026-03-09,409.4100,404.9200,410.2100,403.5000
2026-03-10,405.7600,410.0300,410.2000,402.9300
2026-03-11,404.8800,405.5700,409.0100,401.5900
2026-03-12,401.8600,404.6300,406.1200,401.7100
2026-03-13,395.5500,401.0000,404.8000,394.2500
2026-03-16,399.9500,398.0700,400.6300,394.7900
2026-03-17,399.4100,400.2700,404.4000,397.7500
2026-03-18,391.7900,397.1300,398.0000,391.0000
2026-03-19,389.0200,390.1000,392.4900,387.0600
2026-03-20,381.8700,386.7900,387.0000,380.1200
2026-03-23,383.0000,383.9000,387.2100,381.6800
2026-03-24,372.7400,382.3600,382.4700,371.8500
2026-03-25,371.0400,376.9200,377.0600,369.6300
2026-03-26,365.9700,370.8200,374.7200,365.1900
2026-03-27,356.7700,361.9000,362.4500,356.5100
2026-03-30,358.9600,361.9000,365.3600,356.2800
2026-03-31,370.1700,364.5500,372.9000,363.0700
2026-04-01,369.3700,373.4900,373.9900,368.2000
2026-04-02,373.4600,367.2100,373.6400,364.1500
2026-04-06,372.8800,373.4900,373.7300,369.5000
2026-04-07,372.2900,370.3400,372.4500,366.5600
2026-04-08,374.3300,384.9800,385.0000,371.4100
2026-04-09,373.0700,372.5000,373.5000,367.0500
2026-04-10,370.8700,372.9800,375.6400,370.0300
2026-04-13,384.3700,373.6100,384.5400,371.0200
2026-04-14,393.1100,387.9200,394.6900,386.5200
2026-04-15,411.2200,398.0000,414.3700,396.7300
2026-04-16,420.2600,419.8600,420.8200,412.1400
2026-04-17,422.7900,424.8200,431.5800,420.6900
2026-04-20,418.0700,421.1500,423.3300,416.3000
2026-04-21,424.1600,420.2400,427.1800,417.2000
2026-04-22,432.9200,426.1900,433.7000,423.6700
2026-04-23,415.7500,419.8900,423.6600,411.4100
2026-04-24,424.6200,416.9700,424.9500,415.8000
2026-04-27,424.8200,422.3800,427.1100,417.0700
2026-04-28,429.2500,424.5700,429.9200,421.9000
2026-04-29,424.4600,424.5800,426.8200,420.2900
2026-04-30,407.7800,410.8100,414.4200,398.0100
2026-05-01,414.4400,412.8000,417.1100,410.4400
2026-05-04,413.6200,411.5400,420.7800,410.8000
2026-05-05,411.3800,415.3200,416.7800,408.8000
2026-05-06,413.9600,408.0000,418.4200,405.1100
2026-05-07,420.7700,420.1100,427.9800,418.7600
2026-05-08,415.1200,417.3900,418.6300,414.0000
2026-05-11,412.6600,407.8700,412.6900,405.5000
2026-05-12,407.7700,414.4800,415.5000,406.6400
2026-05-13,405.2100,403.2000,406.3100,401.0300
2026-05-14,409.4300,404.4800,411.8400,400.8800
2026-05-15,421.9200,414.2700,428.1700,412.9100
2026-05-18,423.5400,416.6200,425.1200,415.6100
2026-05-19,417.4200,429.9000,432.7000,416.4900
2026-05-20,421.0600,414.1700,422.1000,411.3000
2026-05-21,419.0900,424.7500,426.3400,415.7100
2026-05-22,418.5700,419.5400,424.4000,416.3300
2026-05-26,416.0300,416.4300,419.7700,413.0200
2026-05-27,412.6700,411.0100,415.9400,409.5800
2026-05-28,426.9900,412.9800,429.4900,412.6700
2026-05-29,450.2400,432.5500,450.3300,432.3600
2026-06-01,460.5200,464.8400,466.3200,458.2700
2026-06-02,441.3100,446.8800,453.5000,440.4300
2026-06-03,427.3400,438.4500,440.3900,424.2500
2026-06-04,428.0500,435.8100,436.1500,426.4100
2026-06-05,416.6700,428.3400,429.4700,414.4000
2026-06-08,411.7400,414.1400,417.1600,408.5600
2026-06-09,403.4100,409.0300,411.9800,398.4800
2026-06-10,397.3600,398.5500,405.0400,397.1600
2026-06-11,390.3400,395.2100,396.8500,384.0000
2026-06-12,390.7400,391.4300,391.7400,382.2700
2026-06-15,399.7600,396.8000,401.7500,392.8500
2026-06-16,393.8300,395.7900,396.8400,390.6900
2026-06-17,378.9100,390.2500,390.3700,377.3200
2026-06-18,379.4000,377.8200,381.3700,373.2800
2026-06-22,367.3400,375.7400,381.6300,367.0700
2026-06-23,373.9400,372.3800,377.2200,370.6700
2026-06-24,365.4600,371.5700,378.8800,364.7800
2026-06-25,352.8300,362.7700,364.2300,349.2000
2026-06-26,372.9700,357.1500,376.6100,355.4300
2026-06-29,368.5700,377.5000,380.5000,359.9000
2026-06-30,373.0200,371.0300,374.1500,367.4500
2026-07-01,384.2800,380.8300,388.8300,374.8900
2026-07-02,390.4900,384.4800,392.2000,383.7000
2026-07-06,386.7400,387.0400,389.1500,381.2200
2026-07-07,388.8400,392.4900,395.5700,388.2200
2026-07-08,383.3400,384.0300,385.3100,381.3300
2026-07-09,384.3600,374.4500,384.6500,373.3500
2026-07-10,385.1000,387.8000,391.9100,381.5000
2026-07-13,390.9900,387.7500,393.6500,384.1500
2026-07-14,384.9300,382.8200,388.1900,378.6500
2026-07-15,395.6300,387.8000,398.9600,386.4000
2026-07-16,401.1000,398.3100,405.9900,392.0500
2026-07-17,393.8200,394.8600,398.3900,389.3900
2026-07-20,402.0600,391.1000,403.1800,389.6700
